Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,CRSElapsedTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiOut,Cancelled,CancellationCode
2003,1,25,6,1003,1010,1449,UA,1068,N414UA,159,-6,-7,DEN,DTW,1123,13,0,NA
2003,1,26,7,1005,1010,1449,UA,1068,N442UA,159,0,-5,DEN,DTW,1123,13,0,NA
2003,1,27,1,1008,1010,1449,UA,1068,N826UA,159,-11,-2,DEN,DTW,1123,11,0,NA
2003,1,28,2,1006,1010,1449,UA,1068,N820UA,159,-14,-4,DEN,DTW,1123,11,0,NA
2003,1,29,3,1009,1010,1449,UA,1068,N815UA,159,2,-1,DEN,DTW,1123,16,0,NA
2003,1,30,4,1007,1010,1449,UA,1068,N848UA,159,-6,-3,DEN,DTW,1123,9,0,NA
2003,1,31,5,1006,1010,1449,UA,1068,N838UA,159,1,-4,DEN,DTW,1123,12,0,NA
2003,1,7,2,555,605,917,UA,1068,N939UA,132,-10,-10,GEG,DEN,836,12,0,NA
2003,1,8,3,600,609,920,UA,1068,N840UA,131,-9,-9,GEG,DEN,836,14,0,NA
2003,1,9,4,558,609,920,UA,1068,N832UA,131,-25,-11,GEG,DEN,836,9,0,NA
2003,1,10,5,605,609,920,UA,1068,N806UA,131,-11,-4,GEG,DEN,836,11,0,NA
2003,1,11,6,608,609,920,UA,1068,N839UA,131,-8,-1,GEG,DEN,836,11,0,NA
2003,1,12,7,608,609,920,UA,1068,N812UA,131,8,-1,GEG,DEN,836,31,0,NA
2003,1,13,1,605,609,920,UA,1068,N839UA,131,-19,-4,GEG,DEN,836,16,0,NA
2003,1,14,2,608,609,920,UA,1068,N855UA,131,-3,-1,GEG,DEN,836,22,0,NA
2003,1,15,3,607,609,920,UA,1068,N849UA,131,-2,-2,GEG,DEN,836,17,0,NA
2003,1,16,4,606,609,920,UA,1068,N802UA,131,-25,-3,GEG,DEN,836,9,0,NA
2003,1,17,5,605,609,920,UA,1068,N808UA,131,-23,-4,GEG,DEN,836,10,0,NA
2003,1,18,6,603,609,920,UA,1068,N833UA,131,-22,-6,GEG,DEN,836,11,0,NA
2003,1,19,7,605,609,920,UA,1068,N854UA,131,-23,-4,GEG,DEN,836,9,0,NA
2003,1,20,1,603,609,920,UA,1068,N811UA,131,-17,-6,GEG,DEN,836,9,0,NA
2003,1,21,2,602,609,920,UA,1068,N812UA,131,-22,-7,GEG,DEN,836,11,0,NA
2003,1,22,3,559,609,920,UA,1068,N822UA,131,-26,-10,GEG,DEN,836,11,0,NA
2003,1,23,4,559,609,920,UA,1068,N846UA,131,-12,-10,GEG,DEN,836,16,0,NA
2003,1,24,5,607,609,920,UA,1068,N853UA,131,-4,-2,GEG,DEN,836,11,0,NA
2003,1,25,6,603,609,920,UA,1068,N847UA,131,-15,-6,GEG,DEN,836,16,0,NA
2003,1,26,7,605,609,920,UA,1068,N809UA,131,-27,-4,GEG,DEN,836,9,0,NA
2003,1,27,1,602,609,920,UA,1068,N826UA,131,-20,-7,GEG,DEN,836,10,0,NA
2003,1,28,2,604,609,920,UA,1068,N820UA,131,12,-5,GEG,DEN,836,14,0,NA
2003,1,29,3,607,609,920,UA,1068,N815UA,131,-4,-2,GEG,DEN,836,14,0,NA
2003,1,30,4,602,609,920,UA,1068,N848UA,131,-12,-7,GEG,DEN,836,10,0,NA
2003,1,31,5,601,609,920,UA,1068,N838UA,131,-30,-8,GEG,DEN,836,8,0,NA
2003,1,1,3,1847,1851,1850,UA,1069,N903UA,59,-14,-4,GRR,ORD,137,8,0,NA
2003,1,2,4,1953,1851,1850,UA,1069,N956UA,59,53,62,GRR,ORD,137,10,0,NA
2003,1,3,5,1841,1851,1850,UA,1069,N942UA,59,-20,-10,GRR,ORD,137,14,0,NA
2003,1,4,6,1908,1851,1850,UA,1069,N906UA,59,26,17,GRR,ORD,137,24,0,NA
2003,1,5,7,2014,1851,1850,UA,1069,N306UA,59,93,83,GRR,ORD,137,28,0,NA
2003,1,6,1,1845,1851,1850,UA,1069,N348UA,59,-6,-6,GRR,ORD,137,12,0,NA
2003,1,1,3,1933,1935,2219,UA,1069,N903UA,224,-14,-2,ORD,BOI,1437,9,0,NA
2003,1,2,4,2021,1935,2219,UA,1069,N956UA,224,58,46,ORD,BOI,1437,31,0,NA
2003,1,3,5,1934,1935,2219,UA,1069,N942UA,224,1,-1,ORD,BOI,1437,10,0,NA
2003,1,4,6,1944,1935,2219,UA,1069,N906UA,224,32,9,ORD,BOI,1437,46,0,NA
2003,1,5,7,2107,1935,2219,UA,1069,N306UA,224,72,92,ORD,BOI,1437,10,0,NA
2003,1,6,1,1935,1935,2219,UA,1069,N348UA,224,-7,0,ORD,BOI,1437,10,0,NA
2003,1,7,2,1930,1935,2212,UA,1069,N418UA,217,-25,-5,ORD,BOI,1437,10,0,NA
2003,1,8,3,1930,1935,2212,UA,1069,N491UA,217,-4,-5,ORD,BOI,1437,11,0,NA
2003,1,9,4,1929,1935,2212,UA,1069,N453UA,217,8,-6,ORD,BOI,1437,28,0,NA
2003,1,10,5,2000,1935,2212,UA,1069,N459UA,217,26,25,ORD,BOI,1437,18,0,NA
2003,1,12,7,1930,1935,2212,UA,1069,N490UA,217,-2,-5,ORD,BOI,1437,13,0,NA
2003,1,13,1,1933,1935,2212,UA,1069,N467UA,217,5,-2,ORD,BOI,1437,10,0,NA
2003,1,14,2,1932,1935,2212,UA,1069,N471UA,217,9,-3,ORD,BOI,1437,10,0,NA
2003,1,15,3,1933,1935,2212,UA,1069,N455UA,217,-9,-2,ORD,BOI,1437,13,0,NA
2003,1,16,4,1933,1935,2212,UA,1069,N419UA,217,-13,-2,ORD,BOI,1437,13,0,NA
2003,1,17,5,1934,1935,2212,UA,1069,N467UA,217,-9,-1,ORD,BOI,1437,9,0,NA
2003,1,19,7,1931,1935,2212,UA,1069,N425UA,217,-2,-4,ORD,BOI,1437,10,0,NA
2003,1,20,1,1936,1935,2212,UA,1069,N494UA,217,11,1,ORD,BOI,1437,22,0,NA
2003,1,21,2,1932,1935,2212,UA,1069,N408UA,217,17,-3,ORD,BOI,1437,13,0,NA
2003,1,22,3,1951,1935,2212,UA,1069,N457UA,217,28,16,ORD,BOI,1437,11,0,NA
2003,1,23,4,1934,1935,2212,UA,1069,N432UA,217,11,-1,ORD,BOI,1437,15,0,NA
2003,1,24,5,1932,1935,2212,UA,1069,N456UA,217,-8,-3,ORD,BOI,1437,12,0,NA
2003,1,26,7,2001,1935,2212,UA,1069,N472UA,217,30,26,ORD,BOI,1437,14,0,NA
2003,1,27,1,1934,1935,2212,UA,1069,N432UA,217,42,-1,ORD,BOI,1437,53,0,NA
2003,1,28,2,2137,1935,2212,UA,1069,N428UA,217,126,122,ORD,BOI,1437,16,0,NA
2003,1,29,3,2010,1935,2212,UA,1069,N438UA,217,33,35,ORD,BOI,1437,15,0,NA
2003,1,30,4,1934,1935,2212,UA,1069,N472UA,217,7,-1,ORD,BOI,1437,18,0,NA
2003,1,31,5,2111,1935,2212,UA,1069,N497UA,217,114,96,ORD,BOI,1437,18,0,NA
2003,1,7,2,1731,1738,1820,UA,1069,N418UA,102,5,-7,PIT,ORD,412,25,0,NA
2003,1,8,3,1731,1738,1820,UA,1069,N491UA,102,-17,-7,PIT,ORD,412,13,0,NA
2003,1,9,4,1732,1738,1820,UA,1069,N453UA,102,-8,-6,PIT,ORD,412,14,0,NA
2003,1,10,5,1742,1738,1820,UA,1069,N459UA,102,58,4,PIT,ORD,412,63,0,NA
2003,1,11,6,1731,1738,1820,UA,1069,N496UA,102,1,-7,PIT,ORD,412,26,0,NA
2003,1,12,7,1734,1738,1820,UA,1069,N838UA,102,-12,-4,PIT,ORD,412,12,0,NA
2003,1,13,1,1735,1738,1820,UA,1069,N426UA,102,-8,-3,PIT,ORD,412,17,0,NA
2003,1,14,2,1733,1738,1820,UA,1069,N471UA,102,18,-5,PIT,ORD,412,46,0,NA
2003,1,15,3,1736,1738,1820,UA,1069,N455UA,102,4,-2,PIT,ORD,412,15,0,NA
2003,1,16,4,1740,1738,1820,UA,1069,N419UA,102,25,2,PIT,ORD,412,49,0,NA
2003,1,17,5,1733,1738,1820,UA,1069,N467UA,102,-22,-5,PIT,ORD,412,11,0,NA
2003,1,18,6,1737,1738,1820,UA,1069,N467UA,102,-11,-1,PIT,ORD,412,16,0,NA
2003,1,19,7,1733,1738,1820,UA,1069,N831UA,102,-2,-5,PIT,ORD,412,13,0,NA
2003,1,20,1,1734,1738,1820,UA,1069,N494UA,102,1,-4,PIT,ORD,412,12,0,NA
2003,1,21,2,1732,1738,1820,UA,1069,N408UA,102,12,-6,PIT,ORD,412,29,0,NA
2003,1,22,3,1733,1738,1820,UA,1069,N457UA,102,-5,-5,PIT,ORD,412,12,0,NA
2003,1,23,4,1737,1738,1820,UA,1069,N432UA,102,-4,-1,PIT,ORD,412,28,0,NA
2003,1,24,5,1732,1738,1820,UA,1069,N456UA,102,-6,-6,PIT,ORD,412,13,0,NA
2003,1,25,6,1731,1738,1820,UA,1069,N452UA,102,-22,-7,PIT,ORD,412,10,0,NA
2003,1,26,7,1810,1738,1820,UA,1069,N854UA,102,58,32,PIT,ORD,412,44,0,NA
2003,1,27,1,1731,1738,1820,UA,1069,N432UA,102,10,-7,PIT,ORD,412,21,0,NA
2003,1,28,2,2038,1738,1820,UA,1069,N414UA,102,206,180,PIT,ORD,412,44,0,NA
2003,1,29,3,1737,1738,1820,UA,1069,N831UA,102,23,-1,PIT,ORD,412,44,0,NA
2003,1,30,4,1736,1738,1820,UA,1069,N472UA,102,-2,-2,PIT,ORD,412,28,0,NA
2003,1,31,5,2022,1738,1820,UA,1069,N466UA,102,151,164,PIT,ORD,412,14,0,NA
2003,1,1,3,1834,1835,2342,UA,1070,N494UA,187,3,-1,DEN,IAD,1452,17,0,NA
2003,1,2,4,1830,1835,2342,UA,1070,N476UA,187,-7,-5,DEN,IAD,1452,13,0,NA
2003,1,3,5,1832,1835,2342,UA,1070,N494UA,187,-5,-3,DEN,IAD,1452,14,0,NA
2003,1,4,6,1831,1835,2342,UA,1070,N493UA,187,-6,-4,DEN,IAD,1452,12,0,NA
2003,1,5,7,1833,1835,2341,UA,1070,N586UA,186,-5,-2,DEN,IAD,1452,14,0,NA
2003,1,6,1,1833,1835,2342,UA,1070,N466UA,187,17,-2,DEN,IAD,1452,16,0,NA
2003,1,1,3,1347,1350,1720,UA,1070,N494UA,150,-13,-3,SEA,DEN,1024,14,0,NA
2003,1,2,4,1347,1350,1720,UA,1070,N476UA,150,-15,-3,SEA,DEN,1024,9,0,NA
2003,1,3,5,1348,1350,1720,UA,1070,N494UA,150,-15,-2,SEA,DEN,1024,13,0,NA
2003,1,4,6,1356,1350,1719,UA,1070,N521UA,149,-1,6,SEA,DEN,1024,9,0,NA
2003,1,5,7,1350,1350,1719,UA,1070,N586UA,149,4,0,SEA,DEN,1024,18,0,NA
2003,1,6,1,1344,1350,1720,UA,1070,N466UA,150,-9,-6,SEA,DEN,1024,12,0,NA
2003,1,7,2,1952,1950,2127,UA,1071,N484UA,157,-11,2,DEN,SJC,948,17,0,NA
2003,1,8,3,1947,1950,2127,UA,1071,N436UA,157,-18,-3,DEN,SJC,948,14,0,NA
2003,1,9,4,1955,1950,2127,UA,1071,N497UA,157,6,5,DEN,SJC,948,12,0,NA
2003,1,10,5,1948,1950,2127,UA,1071,N438UA,157,-2,-2,DEN,SJC,948,13,0,NA
2003,1,11,6,1945,1950,2127,UA,1071,N850UA,157,-17,-5,DEN,SJC,948,8,0,NA
2003,1,12,7,1949,1950,2127,UA,1071,N475UA,157,-4,-1,DEN,SJC,948,12,0,NA
2003,1,13,1,1944,1950,2127,UA,1071,N420UA,157,-15,-6,DEN,SJC,948,10,0,NA
2003,1,14,2,1947,1950,2127,UA,1071,N821UA,157,1,-3,DEN,SJC,948,12,0,NA
2003,1,15,3,1950,1950,2127,UA,1071,N437UA,157,-6,0,DEN,SJC,948,15,0,NA
2003,1,16,4,1947,1950,2127,UA,1071,N429UA,157,-10,-3,DEN,SJC,948,12,0,NA
2003,1,17,5,1949,1950,2127,UA,1071,N470UA,157,-20,-1,DEN,SJC,948,10,0,NA
2003,1,18,6,1945,1950,2127,UA,1071,N828UA,157,-19,-5,DEN,SJC,948,8,0,NA
2003,1,19,7,1948,1950,2127,UA,1071,N446UA,157,-16,-2,DEN,SJC,948,11,0,NA
2003,1,20,1,1947,1950,2127,UA,1071,N462UA,157,-23,-3,DEN,SJC,948,10,0,NA
2003,1,21,2,1950,1950,2127,UA,1071,N842UA,157,-6,0,DEN,SJC,948,11,0,NA
2003,1,22,3,2003,1950,2127,UA,1071,N425UA,157,47,13,DEN,SJC,948,42,0,NA
2003,1,23,4,1948,1950,2127,UA,1071,N490UA,157,-4,-2,DEN,SJC,948,15,0,NA
2003,1,24,5,1946,1950,2127,UA,1071,N478UA,157,-7,-4,DEN,SJC,948,10,0,NA
2003,1,25,6,1950,1950,2127,UA,1071,N835UA,157,-10,0,DEN,SJC,948,10,0,NA
2003,1,26,7,1951,1950,2127,UA,1071,N417UA,157,-12,1,DEN,SJC,948,12,0,NA
2003,1,27,1,1946,1950,2127,UA,1071,N416UA,157,5,-4,DEN,SJC,948,16,0,NA
2003,1,28,2,1957,1950,2127,UA,1071,N498UA,157,3,7,DEN,SJC,948,16,0,NA
2003,1,29,3,1947,1950,2127,UA,1071,N444UA,157,-17,-3,DEN,SJC,948,11,0,NA
2003,1,30,4,1956,1950,2127,UA,1071,N453UA,157,6,6,DEN,SJC,948,17,0,NA
2003,1,31,5,1954,1950,2127,UA,1071,N478UA,157,-5,4,DEN,SJC,948,14,0,NA
2003,1,7,2,1751,1755,1854,UA,1071,N484UA,179,-16,-4,DTW,DEN,1123,11,0,NA
2003,1,8,3,1750,1755,1854,UA,1071,N436UA,179,-13,-5,DTW,DEN,1123,11,0,NA
2003,1,9,4,1748,1755,1854,UA,1071,N465UA,179,1,-7,DTW,DEN,1123,11,0,NA
2003,1,10,5,1748,1755,1854,UA,1071,N438UA,179,-11,-7,DTW,DEN,1123,10,0,NA
2003,1,11,6,1745,1755,1854,UA,1071,N850UA,179,-5,-10,DTW,DEN,1123,11,0,NA
2003,1,12,7,1754,1755,1854,UA,1071,N475UA,179,-6,-1,DTW,DEN,1123,10,0,NA
2003,1,13,1,1749,1755,1854,UA,1071,N420UA,179,4,-6,DTW,DEN,1123,15,0,NA
2003,1,14,2,1751,1755,1854,UA,1071,N842UA,179,6,-4,DTW,DEN,1123,26,0,NA
2003,1,15,3,1749,1755,1854,UA,1071,N437UA,179,6,-6,DTW,DEN,1123,12,0,NA
2003,1,16,4,1752,1755,1854,UA,1071,N429UA,179,-10,-3,DTW,DEN,1123,13,0,NA
2003,1,17,5,1743,1755,1854,UA,1071,N470UA,179,-28,-12,DTW,DEN,1123,10,0,NA
2003,1,18,6,1748,1755,1854,UA,1071,N828UA,179,13,-7,DTW,DEN,1123,34,0,NA
2003,1,19,7,1743,1755,1854,UA,1071,N446UA,179,3,-12,DTW,DEN,1123,13,0,NA
2003,1,20,1,1746,1755,1854,UA,1071,N462UA,179,6,-9,DTW,DEN,1123,10,0,NA
2003,1,21,2,1746,1755,1854,UA,1071,N842UA,179,-11,-9,DTW,DEN,1123,7,0,NA
2003,1,22,3,1753,1755,1854,UA,1071,N425UA,179,16,-2,DTW,DEN,1123,17,0,NA
2003,1,23,4,1751,1755,1854,UA,1071,N490UA,179,1,-4,DTW,DEN,1123,13,0,NA
2003,1,24,5,1749,1755,1854,UA,1071,N478UA,179,-7,-6,DTW,DEN,1123,15,0,NA
2003,1,25,6,1748,1755,1854,UA,1071,N835UA,179,-12,-7,DTW,DEN,1123,10,0,NA
2003,1,26,7,1749,1755,1854,UA,1071,N417UA,179,-11,-6,DTW,DEN,1123,12,0,NA
2003,1,27,1,1748,1755,1854,UA,1071,N416UA,179,1,-7,DTW,DEN,1123,22,0,NA
2003,1,28,2,1748,1755,1854,UA,1071,N451UA,179,10,-7,DTW,DEN,1123,30,0,NA
2003,1,29,3,1746,1755,1854,UA,1071,N444UA,179,-16,-9,DTW,DEN,1123,10,0,NA
2003,1,30,4,1746,1755,1854,UA,1071,N453UA,179,-4,-9,DTW,DEN,1123,10,0,NA
2003,1,31,5,1748,1755,1854,UA,1071,N478UA,179,-4,-7,DTW,DEN,1123,12,0,NA
2003,1,1,3,1254,1255,1437,UA,1072,N323UA,102,-2,-1,BOI,DEN,649,11,0,NA
2003,1,2,4,1249,1255,1437,UA,1072,N934UA,102,-7,-6,BOI,DEN,649,7,0,NA
2003,1,3,5,1249,1255,1437,UA,1072,N920UA,102,-10,-6,BOI,DEN,649,7,0,NA
2003,1,4,6,1255,1255,1437,UA,1072,N933UA,102,-6,0,BOI,DEN,649,8,0,NA
2003,1,5,7,1246,1255,1437,UA,1072,N913UA,102,-11,-9,BOI,DEN,649,8,0,NA
2003,1,6,1,1251,1255,1437,UA,1072,N917UA,102,-1,-4,BOI,DEN,649,7,0,NA
2003,1,7,2,1251,1254,1437,UA,1072,N387UA,103,-10,-3,BOI,DEN,649,6,0,NA
2003,1,8,3,1245,1254,1437,UA,1072,N931UA,103,3,-9,BOI,DEN,649,9,0,NA
2003,1,9,4,1307,1254,1437,UA,1072,N382UA,103,7,13,BOI,DEN,649,8,0,NA
2003,1,10,5,1259,1254,1437,UA,1072,N927UA,103,-2,5,BOI,DEN,649,7,0,NA
2003,1,11,6,1247,1254,1437,UA,1072,N934UA,103,-15,-7,BOI,DEN,649,8,0,NA
2003,1,12,7,1249,1254,1437,UA,1072,N924UA,103,-13,-5,BOI,DEN,649,6,0,NA
2003,1,13,1,1249,1254,1437,UA,1072,N927UA,103,-11,-5,BOI,DEN,649,8,0,NA
2003,1,14,2,1248,1254,1437,UA,1072,N932UA,103,-18,-6,BOI,DEN,649,6,0,NA
2003,1,15,3,1249,1254,1437,UA,1072,N922UA,103,-2,-5,BOI,DEN,649,8,0,NA
2003,1,16,4,1250,1254,1437,UA,1072,N910UA,103,5,-4,BOI,DEN,649,10,0,NA
2003,1,17,5,1251,1254,1437,UA,1072,N930UA,103,-3,-3,BOI,DEN,649,9,0,NA
2003,1,18,6,1248,1254,1437,UA,1072,N914UA,103,-11,-6,BOI,DEN,649,7,0,NA
2003,1,19,7,1250,1254,1437,UA,1072,N922UA,103,-5,-4,BOI,DEN,649,9,0,NA
2003,1,20,1,1245,1254,1437,UA,1072,N929UA,103,-5,-9,BOI,DEN,649,9,0,NA
2003,1,21,2,1246,1254,1437,UA,1072,N923UA,103,-9,-8,BOI,DEN,649,7,0,NA
2003,1,22,3,NA,1254,1437,UA,1072,000000,103,NA,NA,BOI,DEN,649,0,1,NA
2003,1,23,4,1252,1254,1437,UA,1072,N920UA,103,-8,-2,BOI,DEN,649,11,0,NA
2003,1,24,5,1253,1254,1437,UA,1072,N926UA,103,-3,-1,BOI,DEN,649,12,0,NA
2003,1,25,6,1248,1254,1437,UA,1072,N915UA,103,10,-6,BOI,DEN,649,7,0,NA
2003,1,26,7,1253,1254,1437,UA,1072,N912UA,103,1,-1,BOI,DEN,649,6,0,NA
2003,1,27,1,1247,1254,1437,UA,1072,N911UA,103,-5,-7,BOI,DEN,649,9,0,NA
2003,1,28,2,1249,1254,1437,UA,1072,N937UA,103,-6,-5,BOI,DEN,649,8,0,NA
2003,1,29,3,1243,1254,1437,UA,1072,N930UA,103,-22,-11,BOI,DEN,649,7,0,NA
2003,1,30,4,1249,1254,1437,UA,1072,N916UA,103,-3,-5,BOI,DEN,649,8,0,NA
2003,1,31,5,1250,1254,1437,UA,1072,N930UA,103,-9,-4,BOI,DEN,649,7,0,NA
2003,1,1,3,1521,1522,1752,UA,1072,N323UA,90,-2,-1,DEN,TUL,541,9,0,NA
2003,1,2,4,1522,1522,1752,UA,1072,N934UA,90,0,0,DEN,TUL,541,14,0,NA
2003,1,3,5,1526,1522,1752,UA,1072,N920UA,90,-4,4,DEN,TUL,541,10,0,NA
2003,1,4,6,1540,1522,1752,UA,1072,N933UA,90,9,18,DEN,TUL,541,12,0,NA
2003,1,5,7,1521,1522,1752,UA,1072,N913UA,90,-9,-1,DEN,TUL,541,11,0,NA
2003,1,6,1,1520,1522,1752,UA,1072,N917UA,90,1,-2,DEN,TUL,541,14,0,NA
2003,1,7,2,1520,1522,1752,UA,1072,N923UA,90,-11,-2,DEN,TUL,541,10,0,NA
2003,1,8,3,1518,1522,1752,UA,1072,N931UA,90,-10,-4,DEN,TUL,541,10,0,NA
2003,1,9,4,1517,1522,1752,UA,1072,N382UA,90,-13,-5,DEN,TUL,541,11,0,NA
2003,1,10,5,1517,1522,1752,UA,1072,N927UA,90,-13,-5,DEN,TUL,541,9,0,NA
2003,1,11,6,1520,1522,1752,UA,1072,N934UA,90,-10,-2,DEN,TUL,541,9,0,NA
2003,1,12,7,1519,1522,1752,UA,1072,N924UA,90,-10,-3,DEN,TUL,541,11,0,NA
2003,1,13,1,1518,1522,1752,UA,1072,N927UA,90,-14,-4,DEN,TUL,541,9,0,NA
2003,1,14,2,1516,1522,1752,UA,1072,N932UA,90,-15,-6,DEN,TUL,541,10,0,NA
2003,1,15,3,1523,1522,1752,UA,1072,N922UA,90,-3,1,DEN,TUL,541,11,0,NA
2003,1,16,4,1527,1522,1752,UA,1072,N356UA,90,-2,5,DEN,TUL,541,11,0,NA
2003,1,17,5,1518,1522,1752,UA,1072,N930UA,90,-8,-4,DEN,TUL,541,10,0,NA
2003,1,18,6,1546,1522,1752,UA,1072,N922UA,90,15,24,DEN,TUL,541,13,0,NA
2003,1,19,7,1519,1522,1752,UA,1072,N922UA,90,-11,-3,DEN,TUL,541,12,0,NA
2003,1,20,1,1525,1522,1752,UA,1072,N929UA,90,-5,3,DEN,TUL,541,9,0,NA
2003,1,21,2,1517,1522,1752,UA,1072,N923UA,90,-10,-5,DEN,TUL,541,10,0,NA
2003,1,22,3,NA,1522,1752,UA,1072,000000,90,NA,NA,DEN,TUL,541,0,1,NA
2003,1,23,4,1521,1522,1752,UA,1072,N920UA,90,-9,-1,DEN,TUL,541,10,0,NA
2003,1,24,5,1520,1522,1752,UA,1072,N926UA,90,-11,-2,DEN,TUL,541,9,0,NA
2003,1,25,6,1518,1522,1752,UA,1072,N915UA,90,-15,-4,DEN,TUL,541,9,0,NA
2003,1,26,7,1520,1522,1752,UA,1072,N912UA,90,-5,-2,DEN,TUL,541,12,0,NA
2003,1,27,1,1518,1522,1752,UA,1072,N911UA,90,-14,-4,DEN,TUL,541,10,0,NA
2003,1,28,2,1518,1522,1752,UA,1072,N937UA,90,-10,-4,DEN,TUL,541,11,0,NA
2003,1,29,3,1519,1522,1752,UA,1072,N930UA,90,-11,-3,DEN,TUL,541,8,0,NA
2003,1,30,4,1519,1522,1752,UA,1072,N916UA,90,-10,-3,DEN,TUL,541,11,0,NA
2003,1,31,5,1519,1522,1752,UA,1072,N930UA,90,-13,-3,DEN,TUL,541,7,0,NA
2003,1,1,3,809,810,1032,UA,1073,N442UA,262,-3,-1,ORD,PDX,1739,20,0,NA
2003,1,2,4,807,810,1032,UA,1073,N428UA,262,2,-3,ORD,PDX,1739,19,0,NA
2003,1,3,5,809,810,1032,UA,1073,N446UA,262,-6,-1,ORD,PDX,1739,12,0,NA
2003,1,4,6,809,810,1032,UA,1073,N475UA,262,-10,-1,ORD,PDX,1739,11,0,NA
2003,1,5,7,820,810,1032,UA,1073,N429UA,262,5,10,ORD,PDX,1739,24,0,NA
2003,1,6,1,808,810,1032,UA,1073,N460UA,262,-29,-2,ORD,PDX,1739,12,0,NA
2003,1,7,2,757,800,1022,UA,1073,N492UA,262,-21,-3,ORD,PDX,1739,11,0,NA
2003,1,8,3,756,800,1022,UA,1073,N402UA,262,-15,-4,ORD,PDX,1739,13,0,NA
2003,1,9,4,758,800,1022,UA,1073,N457UA,262,-4,-2,ORD,PDX,1739,15,0,NA
2003,1,10,5,758,800,1022,UA,1073,N472UA,262,-16,-2,ORD,PDX,1739,11,0,NA
2003,1,11,6,802,800,1022,UA,1073,N835UA,262,-11,2,ORD,PDX,1739,11,0,NA
2003,1,12,7,800,800,1022,UA,1073,N411UA,262,-1,0,ORD,PDX,1739,11,0,NA
2003,1,13,1,755,800,1022,UA,1073,N472UA,262,6,-5,ORD,PDX,1739,9,0,NA
2003,1,14,2,759,800,1022,UA,1073,N408UA,262,7,-1,ORD,PDX,1739,12,0,NA
2003,1,15,3,758,800,1022,UA,1073,N468UA,262,6,-2,ORD,PDX,1739,16,0,NA
2003,1,16,4,757,800,1022,UA,1073,N403UA,262,-3,-3,ORD,PDX,1739,18,0,NA
2003,1,17,5,806,800,1022,UA,1073,N402UA,262,-4,6,ORD,PDX,1739,17,0,NA
2003,1,18,6,758,800,1022,UA,1073,N838UA,262,2,-2,ORD,PDX,1739,15,0,NA
2003,1,19,7,844,800,1022,UA,1073,N403UA,262,48,44,ORD,PDX,1739,12,0,NA
2003,1,20,1,756,800,1022,UA,1073,N405UA,262,2,-4,ORD,PDX,1739,10,0,NA
2003,1,21,2,803,800,1022,UA,1073,N445UA,262,10,3,ORD,PDX,1739,18,0,NA
2003,1,22,3,759,800,1022,UA,1073,N474UA,262,17,-1,ORD,PDX,1739,10,0,NA
2003,1,23,4,801,800,1022,UA,1073,N402UA,262,16,1,ORD,PDX,1739,15,0,NA
2003,1,24,5,800,800,1022,UA,1073,N412UA,262,13,0,ORD,PDX,1739,25,0,NA
2003,1,25,6,756,800,1022,UA,1073,N807UA,262,-4,-4,ORD,PDX,1739,9,0,NA
2003,1,26,7,758,800,1022,UA,1073,N439UA,262,5,-2,ORD,PDX,1739,15,0,NA
2003,1,27,1,800,800,1022,UA,1073,N407UA,262,4,0,ORD,PDX,1739,14,0,NA
2003,1,28,2,758,800,1022,UA,1073,N434UA,262,11,-2,ORD,PDX,1739,11,0,NA
2003,1,29,3,759,800,1022,UA,1073,N419UA,262,-7,-1,ORD,PDX,1739,9,0,NA
2003,1,30,4,756,800,1022,UA,1073,N408UA,262,9,-4,ORD,PDX,1739,12,0,NA
2003,1,31,5,803,800,1022,UA,1073,N854UA,262,16,3,ORD,PDX,1739,15,0,NA
2003,1,7,2,552,600,711,UA,1073,N942UA,131,-21,-8,PHL,ORD,678,13,0,NA
2003,1,8,3,554,600,710,UA,1073,N408UA,130,-11,-6,PHL,ORD,678,11,0,NA
2003,1,9,4,556,600,710,UA,1073,N401UA,130,1,-4,PHL,ORD,678,11,0,NA
2003,1,10,5,555,600,710,UA,1073,N472UA,130,-7,-5,PHL,ORD,678,10,0,NA
2003,1,11,6,553,600,710,UA,1073,N403UA,130,-3,-7,PHL,ORD,678,11,0,NA
2003,1,12,7,554,600,710,UA,1073,N449UA,130,-8,-6,PHL,ORD,678,11,0,NA
2003,1,13,1,554,600,710,UA,1073,N472UA,130,-5,-6,PHL,ORD,678,11,0,NA
2003,1,14,2,554,600,710,UA,1073,N408UA,130,6,-6,PHL,ORD,678,14,0,NA
2003,1,15,3,557,600,710,UA,1073,N468UA,130,-8,-3,PHL,ORD,678,9,0,NA
2003,1,16,4,554,600,710,UA,1073,N412UA,130,-8,-6,PHL,ORD,678,17,0,NA
2003,1,17,5,555,600,710,UA,1073,N402UA,130,17,-5,PHL,ORD,678,45,0,NA
2003,1,18,6,554,600,710,UA,1073,N409UA,130,-20,-6,PHL,ORD,678,9,0,NA
2003,1,19,7,554,600,710,UA,1073,N422UA,130,-19,-6,PHL,ORD,678,9,0,NA
2003,1,20,1,553,600,710,UA,1073,N405UA,130,-1,-7,PHL,ORD,678,10,0,NA
2003,1,21,2,558,600,710,UA,1073,N445UA,130,15,-2,PHL,ORD,678,12,0,NA
